Artist,Album,Song,Song ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Evgeny Grinko,Ice for Aureliano Buendia (Deluxe Edition),Valse,41UTnVa6DvcVPUYoXWA97h,0.589,0.256,6,-13.584,0,0.0327,0.982,0.898,0.0934,0.201,95.564,205991,3
Joep Beving,Henosis,Morpheus' Dream,2huXlT0z1NatYmSUYttqDK,0.283,0.0397,5,-30.001,0,0.0343,0.984,0.914,0.108,0.0623,85.555,135193,3
Claude Debussy,Debussy: Piano Music Vol. 4,2 Arabesques L. 66: No. 1 in E Major,0CKertYAUevycqhVjGuewD,0.236,0.017,4,-32.34,1,0.0374,0.99,0.958,0.0838,0.0777,68.855,244010,4
Jake Eaw,Summer 2021 Anime Piano Vol.1,Like Flames,5uAg0qytjMZcsmFcV3LN6J,0.251,0.899,11,-5.308,0,0.123,0.0146,0.0113,0.168,0.138,138.946,266867,3
Robin Appelqvist,Yonder Hills,Days of Yore,792CA9VNtvvUIsyQNP8e6a,0.791,0.528,2,-12.244,1,0.0582,0.117,0,0.104,0.954,119.657,208702,4
Patrik Berg Almkvisth,Her Eyes the Stars,Her Eyes the Stars,6nwqhRmNfARpidQFUEwjeB,0.442,0.134,1,-19.543,0,0.0425,0.991,0.946,0.103,0.288,147.943,130000,3
Virginio Aiello,Van Gogh,Van Gogh,2vCGb0Sr5ismOhXPliKLRW,0.236,0.0202,2,-28.119,0,0.0366,0.947,0.924,0.111,0.0766,96.821,183083,4
Eleni Karaindrou,Music for the Theatre (Twenty-Two Plays) [1986-2010],Departute for Greece: The Letter - From Victory,2DaIzAvtKuvRfzfqHWLmx7,0.485,0.152,2,-16.624,1,0.0466,0.993,0.884,0.119,0.328,91.347,70817,4
Takeoff,The Last Rocket,Last Memory,1fvCggAYrW0VtCljtqv4h2,0.854,0.708,1,-5.804,0,0.243,0.175,0,0.241,0.171,118.019,162133,4
Lil Skies,Life of a Dark Rose,Red Roses (feat. Landon Cube),3ZhTT6yjZwpPph5MIJ53XY,0.691,0.683,0,-7.335,1,0.0954,0.547,0,0.221,0.456,140.002,262544,4
Metro Boomin,HEROES & VILLAINS,Lock on Me (with Travis Scott & Future),0OoNzMdPSgbkM5MkcuEZfm,0.739,0.496,10,-8.358,1,0.265,0.53,2.82E-05,0.0985,0.191,93.947,174707,4
Metro Boomin,HEROES & VILLAINS,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],4WuOWVnAqvEQxgSRrspBgt,0.667,0.648,2,-5.117,1,0.284,0.175,0.000155,0.147,0.254,87.975,207307,4
Erik Satie,Satie: Masterpieces,Satie / Orch. Ducros: Gymnopédie No. 1,0Seumg0NAq7KS1r0Yso52H,0.0921,0.0183,7,-31.858,1,0.0513,0.942,0.94,0.195,0.039,166.979,172120,3
Joe Hisaishi,Princess Mononoke Soundtrack,Ashitaka and San,41dTRbUxHUnjZlKAfo2jye,0.238,0.244,1,-16.448,1,0.0285,0.939,0.866,0.181,0.126,83.571,257560,4
Joe Hisaishi,Howl's Moving Castle Soundtrack,Sophie in Exile,6iCYXIjE5xlQjDYYx8eNNk,0.272,0.154,7,-18.672,0,0.0389,0.921,0.529,0.324,0.0658,101.19,259560,4
Instupendo,Comfort Chain,Comfort Chain,0K7JxOMOrnq8JPHIcc3dow,0.662,0.854,1,-2.934,0,0.0509,0.0416,0.000886,0.757,0.723,144.737,245640,4
Joe Hisaishi,Kiki's Delivery Service Soundtrack Music Collection,On a Clear Day,1P47jw1VxOTQ0MM6sGKCkP,0.304,0.256,3,-12.634,1,0.0373,0.776,0.00115,0.126,0.257,118.098,136040,3
Joe Hisaishi,A Symphonic Celebration - Music from the Studio Ghibli Films of Hayao Miyazaki,Mother’s Broom - from 'Kiki's Delivery Service',31y0qlMPbf5prkEJDMTZxt,0.398,0.793,7,-11.715,1,0.0847,0.00204,0.0261,0.681,0.532,111.148,270960,4
Joe Hisaishi,My Neighbor Totoro Sound Book,The Path of the Wind,3XxnYdibSlBhiq2wGlQ6ie,0.5,0.195,5,-14.019,1,0.0324,0.848,0.661,0.459,0.112,80.075,222773,4
Patrick Watson,Je te laisserai des mots,Je te laisserai des mots,1zqxYmUku2McZZe7tXibAt,0.429,0.158,4,-16.707,0,0.0325,0.98,0.0111,0.0835,0.313,78.151,175644,4
Ludovico Einaudi,In a Time Lapse,Experience,1BncfTJAWxrsxyT9culBrj,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,315427,4
Frank Ocean,Blonde,Seigfried,1BViPjTT585XAhkUUrkts0,0.377,0.253,4,-11.155,0,0.0387,0.975,0.000259,0.101,0.367,125.403,334570,3
Polo G,Die A Legend,Pop Out (feat. Lil Tjay),6uFn47ACjqYkc0jADwEdj1,0.772,0.639,1,-7.119,1,0.467,0.15,0,0.0698,0.261,168.112,166560,4
Steve Lacy,Some,Some,4riDfclV7kPDT9D58FpmHd,0.784,0.554,7,-6.417,1,0.03,0.00548,0.254,0.0995,0.634,104.01,118393,4
Frank Ocean,Blonde,Close to You,7eqoqGkKwgOaWNNHx90uEZ,0.457,0.551,5,-9.36,0,0.167,0.427,1.15E-06,0.113,0.428,89.87,307151,4
A$AP Rocky,AT.LONG.LAST.A$AP,Jukebox Joints (feat. Joe Fox & Kanye West),2gAGWaK4wvt2xrFUlR4mK8,0.284,0.803,2,-5.293,0,0.173,0.302,0,0.242,0.553,67.536,323960,4
Isaiah Rashad,Cilvia Demo,Ronnie Drake (feat. SZA),0zbu6qCs5kqT8q3Zo0QWym,0.482,0.779,8,-4.875,0,0.27,0.356,0,0.173,0.835,154.335,198298,4
Frank Ocean,channel ORANGE,Crack Rock,5lcyIeEfwZTs8Ajw3kdF7P,0.429,0.736,5,-8.017,1,0.222,0.0696,0,0.0852,0.379,89.262,224147,4
Fei Yu-Ching,天之大,一翦梅,5Vnx5i9VJSZ6ayfK6jncf8,0.29,0.482,6,-8.207,0,0.035,0.145,0.000171,0.12,0.247,141.459,234867,4
Teresa Teng,BTB 鄧麗君15週年,月亮代表我的心,3Srw8isgDzmYsgwDi4MtbD,0.447,0.319,1,-10.608,1,0.0293,0.848,0.0891,0.104,0.347,78.093,206293,4
ICE SPICE,Like..?,Munch (Feelin’ U),1jOgJN75btuUONIdf57vHz,0.811,0.528,11,-7.278,0,0.275,0.291,0,0.0787,0.635,166.084,104819,4
Ice Spice,Princess Diana (with Nicki Minaj),Princess Diana (with Nicki Minaj),0ZxhtATQ0a6EvQNZ0z6NKV,0.898,0.689,9,-5.092,1,0.171,0.165,0,0.0957,0.772,147.964,172125,4
Hikaru Shirosu,Op. 2,Nocturne No. 3 November Leaves,4qgoakFCD7ZqEiSyh9AV8b,0.322,0.0259,5,-26.595,0,0.0428,0.993,0.901,0.108,0.0707,68.113,210750,4
Hikaru Shirosu,Op. 2,Intermezzo No. 2 Tart Stars,55n89ogsshsas0uzFyS4YH,0.609,0.0762,3,-22.436,1,0.152,0.992,0.898,0.135,0.191,126.709,197400,5
Hikaru Shirosu,Op. 2,Waltz No. 2 Robot - in D Major,1AxZdya49udSTKEhDV8VYp,0.483,0.0745,11,-24.502,0,0.04,0.994,0.917,0.133,0.385,168.357,144072,3
Hikaru Shirosu,Op. 2,Prelude No. 3 Final Stars - in D-Flat Major,6HXPnLjDnlXiPRMcE0liej,0.35,0.00411,0,-26.257,1,0.0611,0.995,0.561,0.0618,0.18,174.335,125000,3
Hikaru Shirosu,Op. 2,Prelude No. 4 II. Colorful Seventeen,3n0OVrb4GFethf3cSufSF3,0.405,0.00502,11,-27.529,0,0.0508,0.995,0.954,0.0781,0.121,60.134,183051,4
Hikaru Shirosu,Op. 1: Multiverse,Fantasie No. 2 Time Warp,3m4d0CV52nTF5Hn4sF4JCU,0.571,0.0179,0,-32.799,0,0.144,0.974,0.88,0.108,0.158,69.493,230303,4
Hikaru Shirosu,Op. 1: Multiverse,Nocturne No. 2 Unused Umbrella,6eO3vMXubtLXcCY0jpxvlC,0.647,0.0418,10,-24.764,1,0.0544,0.994,0.953,0.155,0.397,67.956,202941,4
Hikaru Shirosu,Op. 1: Multiverse,Intermezzo No. 1 Late Sunday Morning,0ANmoJtFrIUI0Pt1PNHVZU,0.195,0.000911,0,-33.15,0,0.0476,0.98,0.641,0.0645,0.38,65.871,300000,5
Hikaru Shirosu,Op. 1: Multiverse,Nocturne No. 1 Happy Brithday,2qOZ4IH1neggxqdPBsYfyM,0.617,0.0079,4,-30.984,1,0.245,0.993,0.96,0.0795,0.156,74.15,249054,4
Hikaru Shirosu,Op. 1: Multiverse,Fantasie No.1 Stories of a Figure Staker - Day Off,6UA27AjDNXlMkIRKPKrsUR,0.623,0.817,4,-5.903,0,0.0855,0.00554,0,0.0845,0.968,94.995,179253,4
Hikaru Shirosu,Op. 2,Impromptu No. 2 On the Cliff - in G-Flat Major,6LGL8gQPQv3bMaT4ocVTsm,0.19,0.078,8,-27.611,1,0.0364,0.988,0.927,0.105,0.151,74.197,251418,4
Hikaru Shirosu,Op. 2,Sonatine No. 1 Pierrot - in E Minor,6juvDxdOa4Ou4LOw9jShsu,0.479,0.0631,7,-25.455,1,0.0408,0.995,0.927,0.0581,0.453,167.983,170323,3
Hikaru Shirosu,Op. 2,Ballad No. 1 Lightning Bolt - Omega,2H0RFYi2Qe7avRuizpWVEr,0.399,0.0577,3,-24.095,1,0.0443,0.99,0.918,0.117,0.102,75.918,199884,4
浜渦正志,β 1,β 1,5ctRFJdqVhr0wWSBeY2BqC,0.46,0.0315,0,-20.664,1,0.0456,0.987,0.839,0.138,0.171,73.653,152307,4
Roddy Ricch,LIVE LIFE FAST,crash the party,4SWWe2OYC4mqf40Gc2RSdl,0.926,0.454,6,-9.932,1,0.0732,0.036,0.000422,0.0896,0.34,119.969,224002,4
A$AP Rocky,AT.LONG.LAST.A$AP,Back Home (feat. Mos Def Acyde & Yams),41FxRrhwqe2LvFcU3WapS1,0.321,0.887,0,-8.5,1,0.597,0.192,0,0.231,0.0939,172.356,278093,4
Lil Yachty,Nuthin' 2 Prove,Yacht Club (feat. Juice WRLD),5R2rsbwCDXORX2tLfprRmM,0.721,0.508,7,-7.496,1,0.394,0.317,0,0.153,0.457,159.911,166343,4
C Clip Beatz,Rap & Beats,The Bottom,5fqaeJMmqwhDzdYD7b4J51,0.679,0.885,1,-3.575,1,0.0747,0.00228,0,0.44,0.404,155.105,164903,4
Hikaru Shirosu,Op. 1,Nocturne No. 1 in E-Flat Major Happy Birthday,2Fu3AXUYdsGvOfMDHXdkYc,0.575,0.00916,3,-26.142,1,0.0677,0.995,0.947,0.105,0.204,67.977,204596,1
Coldplay,Viva la Vida or Death and All His Friends,Viva la Vida,1mea3bSkSGXuIRvnydlB5b,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23E-06,0.109,0.417,138.015,242373,4
Hikaru Shirosu,Op. 1,Etude No. 1 in E-Flat Major Snow Mountain in Edo,0vrfgJPlMS7p2U5EGanxvU,0.642,0.063,0,-21.815,0,0.0337,0.989,0.77,0.0849,0.198,69.999,189000,4
Hikaru Shirosu,Op. 1,Intermezzo No. 1 in D Major Late Sunday Morning,0ANmoJtFrIUI0Pt1PNHVZU,0.195,0.000911,0,-33.15,0,0.0476,0.98,0.641,0.0645,0.38,65.871,300000,5
Hikaru Shirosu,Op. 1,Fantasie No. 2 in B Major Time Warp,2cxkxCN3udWGtawQx4S0vi,0.246,0.0386,3,-29.014,1,0.0458,0.986,0.871,0.083,0.147,162.732,198261,4
Hikaru Shirosu,Op. 1,Prelude No. 2 in B-Flat Minor Saxophone Quartet,7jzddgRM1rI7shJJLvirBd,0.621,0.0626,10,-29.762,0,0.0664,0.993,0.919,0.143,0.209,65.692,209091,4
Hikaru Shirosu,Op. 1,Prelude No. 1 in B-Flat Major Blue Stone of Atlas,14IKLtPlsqWL077svIJYey,0.463,0.396,7,-10.128,1,0.0304,0.0243,7.23E-05,0.173,0.365,80.753,272293,4
Hikaru Shirosu,Op. 1: Multiverse,Impromptu No. 1 Lukewarm Tea,5FzAePCRLMHqBg4iY9ktOD,0.59,0.0247,2,-27.456,1,0.0827,0.995,0.964,0.149,0.357,117.932,133000,4
Fabrizio Paterlini,Winter Stories,My Misty Mornings,73fZnvwSUlWwt9LLRkknzs,0.27,0.0516,8,-33.766,0,0.0442,0.986,0.953,0.112,0.199,87.587,64788,4
Evgeny Grinko,Outtakes,Jane Maryam,46xC5pDq9vxl4JcHkb1QkX,0.393,0.0984,0,-19.02,0,0.0445,0.984,0.921,0.122,0.139,96.939,90984,3
URE Relaxing,Relaxing Piano Studio Ghibli Complete Collection - スタジオジブリピアノメドレー - 지브리 스튜디오 피아노 - 吉卜力工作室鋼琴 Vol.02,The Name of Life (Piano Version),51e0WDOJoooEeXMwxcYjWi,0.348,0.0163,3,-33.038,1,0.0376,0.96,0.829,0.0984,0.209,162.01,361022,3
Hikaru Shirosu,Intermezzo No. 2 Tart Stars (Ambient),Intermezzo No. 2 Tart Stars - Ambient,55n89ogsshsas0uzFyS4YH,0.609,0.0762,3,-22.436,1,0.152,0.992,0.898,0.135,0.191,126.709,197400,5
疗愈音律,高级咖啡厅用餐轻松之纯音乐,闲适用餐 - 轻音乐,5ZfuZhrPdOmpuU7iKw1xn2,0.596,0.111,4,-23.958,1,0.0502,0.955,0.906,0.1,0.344,80.003,75750,4
Marika Takeuchi,Missing Piece,Drifting Away,7kIqDHQi0LgGXflnqf6Sy5,0.298,0.333,9,-16.215,1,0.0436,0.967,0.906,0.122,0.16,86.234,227360,4
Evgeny Grinko,Outtakes,Wind Brought,43f3oGrYrjcB06aNPVXH2T,0.282,0.0663,0,-24.072,0,0.0448,0.989,0.93,0.0985,0.155,209.557,84948,4
Rui Fujishiro,Clockless Room,Fate,0tAbHKbf5wT8OybG80OPmL,0.459,0.04,10,-24.401,0,0.045,0.993,0.946,0.0837,0.0859,66.841,141176,5
Still Woozy,Goodie Bag,Goodie Bag,4vHNeBWDQpVCmGbaccrRzi,0.739,0.522,7,-12.304,0,0.151,0.821,0.00124,0.233,0.619,138.263,146390,4
久石譲,メロディフォニー,Kiki's Delivery Service,1P47jw1VxOTQ0MM6sGKCkP,0.304,0.256,3,-12.634,1,0.0373,0.776,0.00115,0.126,0.257,118.098,136040,3
Joe Hisaishi,Howl's Moving Castle Soundtrack,A Walk in the Skies,4VJge9qYxmhYEod0CWoEZ7,0.366,0.262,10,-12.798,1,0.0342,0.93,0.842,0.0491,0.377,119.388,134813,3
Toby Fox,Deltarune Chapter 2 (Original Game Soundtrack),My Castle Town,6g0y8cpi8c9eCPfz5XvW5T,0.662,0.156,0,-17.075,0,0.0346,0.983,0.94,0.104,0.427,136.939,127555,3
Westside Gunn,Pray For Paris,No Vacancy,2MZFUhF9RZeCdUSR2wGEuQ,0.519,0.706,8,-6.983,1,0.214,0.605,0,0.175,0.61,135.831,95294,4
Kanye West,My Beautiful Dark Twisted Fantasy,Lost in the World,2Im64pIz6m0EJKdUe6eZ8r,0.608,0.746,5,-5.249,0,0.184,0.115,0.0087,0.427,0.277,117.072,256587,4
Kanye West,My Beautiful Dark Twisted Fantasy,Devil in a New Dress,1UGD3lW3tDmgZfAVDh6w7r,0.435,0.76,8,-4.935,0,0.0721,0.0175,0,0.158,0.206,80.082,351947,4
A$AP Ant,Lil Black Jean Jacket 3,The God Hour,4Acntw4W2FfI7CDAIsCBjq,0.777,0.713,0,-7.481,1,0.288,0.0832,1.38E-06,0.545,0.385,129.964,155077,4
Drake,Scorpion,Nice for What,3CA9pLiwRIGtUBiMjbZmRw,0.585,0.909,8,-6.474,1,0.0707,0.0891,9.70E-05,0.119,0.758,93.372,210747,4
Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe),Borrowed Love (feat. Swae Lee & WizKid),7438MuLGbjcLHuvMGxgKua,0.743,0.721,11,-5.325,1,0.307,0.0111,0,0.105,0.304,157.965,186646,4
Gunna,Drip or Drown 2,Who You Foolin,7KVPsVMOK3NL7subwJ0dZj,0.916,0.756,0,-7.653,1,0.188,0.0942,0,0.23,0.756,115.69,151539,4
Playboi Carti,Playboi Carti,New Choppa,29TPjc8wxfz4XMn21O7VsZ,0.785,0.903,2,-4.184,1,0.21,0.258,0,0.169,0.565,139.98,193234,4
Metro Boomin,HEROES & VILLAINS,Feel the Fiyaaaah (with A$AP Rocky & feat. Takeoff),3SsJ17EnPIu1B4GZshqjIS,0.498,0.768,8,-5.99,1,0.295,0.0821,0,0.319,0.387,177.97,189427,3
A$AP Ant,Mario Cart,Mario Cart,609mekAwxC90JkQ4BDo9IK,0.837,0.63,2,-8.045,1,0.261,0.506,0.0115,0.101,0.204,118.936,135605,4
Metro Boomin,HEROES & VILLAINS,Too Many Nights (feat. Don Toliver & with Future),2Hh3ETdQKrmSI3QS0hme7g,0.573,0.668,7,-4.356,0,0.0467,0.189,4.01E-05,0.109,0.145,87.973,199920,4
Mac Miller,Swimming,Conversation Pt. 1,1oFEAWvPHP5TdSlmIs77sV,0.787,0.472,6,-10.032,0,0.113,0.64,5.22E-05,0.11,0.264,144.998,210253,4
Lucki,Almost Back,Almost Back,176LvsOHbOXcgJgBBZ8wgs,0.764,0.456,2,-10.227,1,0.264,0.00994,0.925,0.111,0.227,125.965,91585,4
Key Glock,Yellow Tape,Mr. Glock,1ipSpQfzBbhPFhYm6tfVIz,0.804,0.946,7,-5.949,1,0.352,0.002,0,0.359,0.745,150.141,146880,4
Edvard Grieg,The 50 Greatest Pieces of Classical Music,Peer Gynt Suite No. 1 Op. 46: I. Morning Mood,0awWxz7WRKdSpU9RVZ5PVK,0.137,0.0262,4,-21.686,1,0.0394,0.963,0.903,0.234,0.0355,74.988,253440,4
BLKSMIITH,「DIGITAL TWIN」,ghost//twin,0fDkgaRvaW1pqt05E1Xrrv,0.426,0.814,4,-8.733,0,0.0328,1.78E-05,0.513,0.426,0.317,79.996,169000,4
Vertigoaway,das epos hohlraum,tritium,0Uavg2xs2Kp5h3a8Rhmqo9,0.55,0.944,11,-3.298,0,0.054,6.07E-06,0.862,0.113,0.36,105.994,65938,3
Acidgvrl,breakcore rock,breakcore rock,5aBIwLxeOOkEVq011LsiqY,0.213,0.883,0,-10.318,1,0.1,0.0177,0.899,0.289,0.0642,199.993,63300,4
hkmori,angels always die,psychosis normality delirium reality,2F91gzFzuZcfX5NwU34cZw,0.629,0.981,9,-0.753,0,0.26,0.021,3.47E-06,0.284,0.754,154.978,173855,4
kiyosumi,pathetic,loose ties,5PntSbMHC1ud6Vvl8x56qd,0.654,0.611,2,-10.45,1,0.119,0.0337,0.000178,0.405,0.786,85.387,235000,4
Ftlframe,Overdrive Dreams,Shine or Die,687vTkzF12wEa474fT3DdB,0.358,0.586,9,-15.591,0,0.0326,0.834,0.984,0.0824,0.316,159.963,96000,4
WIV,try harder,try harder,71X9MEyHZqmQ26vfzoezAT,0.286,0.931,10,-9.402,0,0.0417,0.0184,0.953,0.187,0.188,175.548,99737,4
Flawed Mangoes,Killswitch Lullaby,Killswitch Lullaby,7g3g00RKlqSIe2G8KKCgsE,0.572,0.267,4,-17.263,0,0.0391,0.967,0.94,0.0995,0.4,124.052,147097,3
hkmori,panic attack in bed,panic attack in bed,49xGWp9uzz2bDBwFcjGV1J,0.631,0.985,1,-2.215,1,0.261,0.632,0.634,0.178,0.0394,99.998,125981,4
Vertigoaway,Agaki Home Radio,YIP!,2Yq8H9MXn9imrAZzqXtb21,0.574,0.999,6,-5.752,1,0.0434,0.00886,0.956,0.091,0.642,175.111,66171,4
Maebi,Saudade,The Lobotomy,1SZUZfpj7LXj0I30EYzqGn,0.35,0.387,0,-15.54,1,0.0315,0.961,0.946,0.454,0.114,62.074,67500,4
WIV,expectations always hurt,expectations always hurt,1FOLS2OT47iHMcFITRuPn5,0.426,0.193,9,-14.819,0,0.0379,0.285,0.962,0.156,0.0765,84.86,83322,4
VMacbeth,Crystal,Crystal,2RxGzvVaGaRTpCvaNgyO4E,0.571,0.708,2,-7.71,1,0.0293,0.147,0,0.204,0.396,103.979,174181,4
hkmori,angels always die,abandon her soul,0uP7Cz2gF2RjciFsF6KPes,0.528,0.882,5,-4.297,0,0.126,0.473,0.942,0.178,0.289,121.057,144519,5
68+1,betrayal,betrayal,0XqGHtlXsdVW2n8HJ3KyeE,0.74,0.564,8,-6.71,1,0.0688,0.0126,0,0.126,0.129,158.114,152025,4
BLKSMIITH,「DIGITAL TWIN」,Satellite from days of old lead me to your access code,0mNJPVtJPAnb93z9FeA76C,0.52,0.674,7,-10.08,1,0.0338,0.000817,0.867,0.653,0.0364,155.042,157935,4
Mayo.,Premonition,Marauding,01qfgum0hjsvvAt6cIYC3C,0.439,0.952,2,-7.02,1,0.18,0.000338,0.272,0.289,0.18,71.391,109467,4
WIV,headache,headache,6WwynxzBR754pBylpsde7n,0.369,0.798,11,-6.478,0,0.276,0.035,0.92,0.112,0.0635,180.323,68352,4
Acidgvrl,the saddest people cum the hardest,the saddest people cum the hardest,7Hu3FBFZBKP0SBQOaXZSeW,0.427,0.535,11,-16.445,1,0.034,0.722,0.981,0.18,0.7,174.784,137064,4
hkmori,unrequited love,re:titled,7CEZYRTzfeJzijDROSD1IM,0.455,0.766,4,-3.349,0,0.057,0.11,0.864,0.112,0.031,172.081,159010,4
68+1,awake,awake,2jTkLdldm7xtHUfHKhzR7S,0.267,0.472,2,-10.342,1,0.0364,0.0607,0.0299,0.0896,0.224,86.22,255838,1
Aeriu Ika,Dwarf's Anima,Fata Morgana,6PqbI1jCU9IJ3EWb12tYtN,0.152,0.848,5,-4.784,0,0.25,0.558,0.908,0.335,0.103,174.855,87771,4
BLKSMIITH,「DIGITAL TWIN」,GORE-TEX COVERS MY SOUL,1w2JVwXoFWhjvh1Bh33Y8O,0.277,0.892,9,-7.17,1,0.0447,0.000275,0.956,0.283,0.0385,113.139,278250,5
hkmori,panic attack in bed,i just want to be your friend...,2RKG6j07a868sdZH3DZoee,0.663,0.6,3,-14.685,1,0.287,0.722,0.0031,0.201,0.611,81.58,46370,3
hxly xo,Umbrae,Midnight,4vfs5DGaVSnMxbtnzkRL6y,0.248,0.876,1,-5.707,0,0.0661,0.0895,0.934,0.0973,0.0781,173.987,126751,4
68+1,you can only receive what you see yourself receiving,you can only receive what you see yourself receiving,6lFZbCc7pn6Lme1NP7qQqQ,0.32,0.62,0,-9.686,1,0.0594,0.64,6.36E-05,0.253,0.472,86.327,448720,4
Øneheart,this feeling,this feeling,1r232i80xFiNHzSUmrFc01,0.172,0.0173,10,-33.655,0,0.0358,0.916,0.766,0.115,0.0644,180.141,94333,4
11vx,Hero!,Hero!,779ooI3rBd0CLqCiiJmtVo,0.427,0.843,4,-4.54,1,0.0364,0.00216,0,0.179,0.304,147.387,200480,3
Mayo.,804,Lost,5rMrBy75VhEL9b9hpip5RS,0.581,0.956,8,-9.359,1,0.0541,0.654,0.827,0.429,0.231,120.035,68000,4
WIV,turn back,turn back,3Pdfk18phvmlTgdkbEsKOA,0.723,0.546,2,-10.18,1,0.0644,0.0933,0,0.116,0.869,105.569,221907,4
Next To Blue,audio 002,audio 002,3QMx2xsw0XPrAtCqKcpHPt,0.505,0.537,4,-6.61,0,0.0255,0.00269,0.000895,0.0926,0.277,76.091,314760,4
68+1,your eyes,your eyes,7D241eUcI43whoQZxLIY2I,0.671,0.335,1,-19.499,0,0.0371,0.00518,0.000472,0.0439,0.795,143.875,298040,4
Kupla,Lofi Minnie: Focus,Under the Sea,486udeYjJtmCKEVQeRU9Ym,0.456,0.725,9,-7.019,1,0.0274,0.0228,0,0.404,0.887,144.905,162617,4
Kupla,Kingdom in Blue,Valentine,7Mxp4rJj11WgFWbIv9ygP4,0.454,0.893,4,-6.599,0,0.107,0.421,0.847,0.558,0.51,84.684,158055,4
Kupla,in.the.forest.we.are.wizards,emerald,0kglaBttNwzxtNeDdWafej,0.776,0.171,3,-12.828,0,0.0897,0.368,0.87,0.111,0.0764,81.137,154074,4
Kupla,Imaginary,Afloat,1kJqxON1kf23T8aRpFw8t7,0.571,0.285,1,-9.724,0,0.0466,0.0946,0.826,0.118,0.245,81.031,170370,4
Kupla,Daybreak,Daybreak,35lZOF0KHqhdGryvcqBaDz,0.314,0.172,7,-20.11,1,0.047,0.993,0.938,0.0846,0.529,170.588,91030,4
Kupla,I Promised To Take Care Of You,I Promised to Take Care of You,4dRFdMs0FtzOVwRnclRMnT,0.677,0.225,5,-14.078,0,0.139,0.736,0.877,0.097,0.319,85.046,136370,4
Kupla,Memories,My Love,38NHyl8BhD7Cf2jsPnsz5w,0.884,0.429,7,-11.672,1,0.124,0.497,0.866,0.259,0.62,106.884,107600,3
Kupla,Kingdom in Blue,Serenity,14gmEW2jRMFzBnj3Fo8ZLZ,0.255,0.227,7,-22.051,0,0.0435,0.659,0.818,0.109,0.179,68.329,81427,3
Kupla,Rose Garden,Rose Garden,2XkFHWFSgQz5Pz4ECW7Yig,0.569,0.935,4,-5.8,0,0.0561,0.00388,3.03E-06,0.568,0.675,137.976,367582,4
Kupla,Memories,Raindrops,2s1Yh0AywJhLsKKZ9vM0tm,0.598,0.484,5,-9.663,1,0.0718,0.861,0.018,0.114,0.513,109.321,180520,4
Kupla,Owls and Pinecones,Alone in the World,1s4yD5WA2eYA9wKWboC9qe,0.393,0.256,10,-13.381,1,0.0278,0.576,0.001,0.182,0.331,101.373,216827,4
Playboi Carti,Whole Lotta Red,F33l Lik3 Dyin,42VsgItocQwOQC3XWZ8JNA,0.569,0.882,3,-2.777,0,0.06,0.0316,0,0.142,0.201,148.038,191701,4
Playboi Carti,Whole Lotta Red,Not PLaying,3L0IKstjUgDFVQAbQIRZRv,0.725,0.725,8,-6.067,0,0.159,0.0119,0,0.086,0.515,140.003,192027,4
Playboi Carti,Whole Lotta Red,Die4Guy,7rbalRuIx7sIXFHYTphE0n,0.759,0.67,1,-5.188,0,0.0589,0.00471,0,0.0889,0.418,148.938,131248,4
Playboi Carti,Whole Lotta Red,Over,42VsgItocQwOQC3XWZ8JNA,0.569,0.882,3,-2.777,0,0.06,0.0316,0,0.142,0.201,148.038,191701,4
Playboi Carti,Whole Lotta Red,King Vamp,4CzhtKifG867Lu5DNQVBSA,0.642,0.69,11,-5.101,1,0.261,0.00599,1.30E-06,0.322,0.641,164.075,124094,4
Playboi Carti,Whole Lotta Red,Punk Monk,1hwgHd4OKX4NFpBIl2Cq6V,0.797,0.43,10,-10.097,0,0.261,0.855,0.906,0.0939,0.955,84.182,94413,4
Playboi Carti,Whole Lotta Red,Control,78YTl0P96kBCBXUSzKoqAm,0.705,0.752,7,-6.87,1,0.095,0.0283,0,0.299,0.305,142.051,197790,4
Playboi Carti,Whole Lotta Red,New N3on,29TPjc8wxfz4XMn21O7VsZ,0.785,0.903,2,-4.184,1,0.21,0.258,0,0.169,0.565,139.98,193234,4
Playboi Carti,Whole Lotta Red,Meh,15JRvf02KKGHKgC31jrpuh,0.764,0.512,1,-6.814,1,0.3,0.00158,0,0.0899,0.586,81.541,118500,4
Playboi Carti,Whole Lotta Red,Teen X (feat. Future),3L0IKstjUgDFVQAbQIRZRv,0.725,0.725,8,-6.067,0,0.159,0.0119,0,0.086,0.515,140.003,192027,4
Playboi Carti,Whole Lotta Red,No Sl33p,29TPjc8wxfz4XMn21O7VsZ,0.785,0.903,2,-4.184,1,0.21,0.258,0,0.169,0.565,139.98,193234,4
Playboi Carti,Whole Lotta Red,Slay3r,29TPjc8wxfz4XMn21O7VsZ,0.785,0.903,2,-4.184,1,0.21,0.258,0,0.169,0.565,139.98,193234,4
